ID,TITLE,DESCRIPTION,DURATION,STATUS,DATE PUBLISHED,KEYWORDS,VIDIQ SCORE,VIEWS,YT LIKES,YT COMMENTS,DESC LINK COUNT,DESC WORD COUNT,CREATOR SUGGESTED,ENGAGEMENT RATE
UXOl5sP7tVA,Bachon Ki Larai Hogai | Part 2 🤣,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,9:01,public,5/27/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, Surprise, piyush joshi vlogs, eid mubarak, fight, funny, kids, kids fight",77.27066444,1417542,131K,4.9K,4,14,9,3
MXF1Y1hcvxs,My New Friends 🥳 ft. Sistrology !!!,"Don't forget to subscribe !!!  Special Thanks to @Sistrology for being a part of this video   realme Collaborates with PUBGM to present #PUBGMrealmeGamingChampionship2022 Held in 3 major cities; Karachi, Lahore and Islamabad, I got the chance to visit two universities in Lahore. I personally had a blast over their, meeting all the young and talented players. Kudos to realme for supporting E-sports in Pakistan. Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/",10:03,public,5/25/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, Surprise, piyush joshi vlogs, Sistrology, fatima faisal, iqra kanwal, hira faisal, rabia faisal, tiktok, tik tok, tiktokers, techno gamerz, flying beast",80.54058357783804,2414018,185K,4.7K,4,73,7,3
yw9COREfjmA,Car Drifting Ke Doran Behosh Hone Wala Tha 🤣,"Don't forget to subscribe !!!  realme Collaborates with PUBGM to present #PUBGMrealmeGamingChampionship2022 Held in 3 major cities; Karachi, Lahore and Islamabad, I got the chance to visit two universities in Lahore. I personally had a blast over their, meeting all the young and talented players. Kudos to realme for supporting E-sports in Pakistan.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/",8:44,public,5/24/2022,"vlogger, emotional, reaction, crying, vlog, sourav joshi vlogs, sourav joshi, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, piyush joshi, indian, india, hindi, hindi vlogs, car, cars, drifting, drift, drag race, honda vs toyota drag race",84.9594584,1340217,129K,0,4,62,6,3
c1NhIR0ix2Q,Play Button Kharaab Kar Diya 🤣,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,8:32,public,5/23/2022,"vlogger, emotional, reaction, crying, vlog, sourav joshi vlogs, sourav joshi, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, piyush joshi, indian, india, hindi, hindi vlogs, play button, silver play button, golden play button, playbutton",86.45154008,1478038,155K,3.6K,4,14,7,4
s7sjjyzqhI8,READING HATE COMMENTS 😭,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,10:16,public,5/21/2022,"vlogger, emotional, reaction, crying, vlog, sourav joshi vlogs, sourav joshi, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, piyush joshi, indian, india, hindi, hindi vlogs, family friendly, kid friendly, hate comments, hate, mean, mean comments, reading hate comments, reading mean comments, reading, comments, reading mean tweets",81.61731846,3869846,274K,12K,5,17,9,3
OCghLgGpyMY,Next International Trip Kahan Ho Ga ? 😲,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,8:31,public,5/19/2022,"vlogger, emotional, reaction, crying, vlog, sourav joshi vlogs, sourav joshi, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, piyush joshi, indian, india, hindi, hindi vlogs, family friendly, kid friendly, turkey, tour, america, dubai, uae, trip, world tour",74.17436145594364,1386349,146K,4.8K,5,17,6,4
oehArEbXzQw,Honda VS Toyota | Tug Of War | Smoke Nikal Aya 😱,Don't forget to subscribe !!!  Special Thanks To PakWheels youtube.com/c/PakWheels  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,10:37,public,5/18/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, car, toyota, honda, tug of war, tug, tug of war cars, honda civic, toyota corolla, drag racing, racing, car race, drag race",85.80443166070482,2395817,164K,0,5,22,8,3
ZLh54z09pX4,Samajh Nahi Aa Raha Is Vlog Ka Title Kya Rakhun 😭🤣,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,8:44,public,5/17/2022,"vlogger, emotional, reaction, crying, vlog, sourav joshi vlogs, sourav joshi, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, piyush joshi, indian, india, hindi, hindi vlogs",75.15893078,1740474,157K,0,4,14,7,3
ygdi6w-xKd0,Fans Keh Ghar Par Stay Ka Plan ❤️,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,9:03,public,5/15/2022,"vlogger, emotional, reaction, crying, vlog, sourav joshi vlogs, sourav joshi, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, piyush joshi, indian, india, hindi, hindi vlogs, family friendly, kid friendly, fans, house, stay, sleep over",80.63321107295901,1541399,146K,0,5,17,7,3
lQw4-kUHNPA,Yeh Kya Kar Diya Mene (Body Shaved) 😭🤣,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,10:27,public,5/14/2022,"vlogger, emotional, reaction, crying, vlog, sourav joshi vlogs, sourav joshi, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, piyush joshi, indian, india, hindi, hindi vlogs, shave, body wax, shaving, body shaving",81.71514680936284,2261893,169K,0,5,17,9,3
3GwWehBnAdM,Ghar Ke Andar Nahi Ja Sakte 😭,Aroob's Video: https://youtu.be/Hg_eMkLqJaQ  Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,10:40,public,5/13/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, workout, diet, house, apartment, apartment tour, new house, new home, home, Stuck, locked in a house",83.39262245,2592096,192K,5.8K,6,20,10,3
CVMP4MknK24,Honda VS Toyota | Tug Of War (Fail) 😱,Aroob's Video: https://youtu.be/Hg_eMkLqJaQ  Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,8:01,public,5/11/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, car, toyota, honda, tug of war, tug, tug of war cars, honda civic, toyota corolla",77.68123938009013,1558599,158K,0,6,20,6,4
e1jcPgyS7UY,Bohot khatarnak Car Accident Dekha Mene 😱,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,9:31,public,5/10/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, accident, car, car accident",80.33350374445708,1643741,174K,4.1K,5,17,7,4
M59rKTGY40Y,Neya Ghar Lene Ki Planning Chal Rahi Hai 😍,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,10:01,public,5/9/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, workout, diet, house, apartment, apartment tour, new house, new home, home",76.09413993,1440185,158K,0,5,17,8,4
O_q3YdevovU,New Car Ki Accessories Lene Geya Likin Kuch Nahi Mila 😣,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,8:01,public,5/8/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, workout, diet, car, car accessories, car modification, car parts, autocar",61.02139225138515,1327669,123K,0,5,17,11,3
uzBtXQvjlks,Aaj Ke Baad Yeh Kabhi Nahi Khaoun Ga 🤮😭,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,8:16,public,5/7/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, workout, diet, dieting, exercise, home workout, full body workout, at home workout, Massage, spa",74.17304692362912,1385928,144K,5.6K,5,17,4,4
YtK0jHftCQw,Bohot Miss Karun Ga Khane Ko 🤣 | Aaj Se Dieting Aur Exercise Start 😡,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,10:14,public,5/6/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, workout, diet, dieting, exercise, home workout, full body workout, at home workout",77.41260182006013,1953067,157K,5.2K,5,17,7,3
gacGBvSKwW0,Hamari Zindagi Ki Pehli Eid | Eid Mubarak ❤️,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,11:58,public,5/4/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, Surprise, piyush joshi vlogs, ramadan, eid, ramadan mubarak, eid mubarak, sehri recipes, food, muneeb, eid ka chand, chand raat, india, indian, hindi, hindi vlogs, first eid, first eid together, Eid Mubarak, mubarak, eid day, eidi",84.16815292531794,3100776,218K,6.9K,5,17,9,3
GuZ8xxB3OkU,Eid Ki Shopping Ho Gaye 😍🥳,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,10:01,public,5/3/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, Surprise, piyush joshi vlogs, roza, ramadan, eid, ramadan mubarak, eid mubarak, Sehri, sehri ki dua, sehri recipes, sehri ka time, iftar recipes, iftar ki dua, food, muneeb, iftari in plane, eid ka chand, chand raat, india, indian, hindi, hindi vlogs",75.70913458423257,1976409,156K,0,5,17,6,3
guGGe9OnuvA,Aaj Ki Iftari Jahaaz Ke Andar ❤️🤤,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,8:06,public,5/2/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, Surprise, piyush joshi vlogs, roza, ramadan, eid, ramadan mubarak, eid mubarak, Sehri, sehri ki dua, sehri recipes, sehri ka time, iftar recipes, iftar ki dua, food, muneeb, iftari in plane, eid ka chand, chand raat, india, indian, hindi, hindi vlogs",83.99881354406357,2236349,183K,3.2K,5,17,10,3
INAN52DV-aU,Bohot Dinon Baad Mulaqaat Hui Asim Azhar Se 😍,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,10:29,public,5/1/2022,"vlogger, emotional, reaction, crying, vlog, sourav joshi vlogs, sourav joshi, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, piyush joshi, indian, india, hindi, hindi vlogs, imran, Merub, merub ali, asim, asim azhar, asim azhar merub ali, merub and asim azhar, bollywood movies",78.57467255224833,1532761,150K,0,5,17,8,3
D_klgSzt8Ps,Mere Dost Meri Shadi Par Nahi Aye 😡😭,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Aroob's Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,12:45,public,4/30/2022,"vlogger, emotional, reaction, crying, vlog, sourav joshi vlogs, sourav joshi, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, piyush joshi, indian, india, hindi, hindi vlogs, imran, Merub, merub ali, asim, asim azhar, asim azhar merub ali, merub and asim azhar, bollywood movies",79.39286282,2314645,182K,0,5,17,6,3
T5cAAKRSddI,Haye Haye Mazay Se Mulaqaat Ho Gayi 🤣,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,13:10,public,4/29/2022,"vlogger, emotional, reaction, super, car, lamborghini, ferrari, convertible, crying, vlog, sourav joshi vlogs, sourav joshi, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, piyush joshi, indian, india, hindi, hindi vlogs, Haye Haye Mazay, imran, Imran Ashraf, Ashraf",76.12125713237222,2173855,189K,0,5,17,9,3
RWhc9tMpxck,SURPRISING MY MOM WITH HER DREAM CAR ❤️,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,13:06,public,4/27/2022,"vlogger, emotional, reaction, super, car, lamborghini, ferrari, convertible, crying, vlog, sourav joshi vlogs, sourav joshi, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, Surprise, piyush joshi vlogs, piyush joshi, indian, india, hindi, hindi vlogs, mom, surprising mom after years, mother, ducky bhai mother, surprising my mom with her dream car, surprising my mom with a car, dream car",94.56293946278521,4465924,477K,12K,5,17,8,4
dP3ndaOAqNk,Roze Ki Halat Me School Jata Hai Bechara 😔,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,9:40,public,4/26/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, Surprise, piyush joshi vlogs, Stealing, scooter, roza, ramadan, eid, ramadan mubarak, eid mubarak, school, roze",64.21408231,2776227,186K,5.1K,5,17,9,3
q2DRhuvmYH0,Bohot Saare Gifts Jeet Liye 😍🥳,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,16:55,public,4/24/2022,"ducky bhai, ducky, vlog, vlogs, shadi, mehndi, walima, baraat, wedding, wedding vlog, ducky bhai wife, ducky bhai engagement, proposal, wife, engagement, ENGAGED, married, nikah, I GOT ENGAGED, engaged, i got married, ducky bhai vlogs, love, love story, money, pesse, pessa, loot, toys, gifts, playland, food, car, fun, funny, roza, iftar, sehri, eid, shopping",83.45469998348305,3380840,241K,0,5,17,10,3
aOR2gRieXLQ,Hospital Jana Paray Ga 🤒😭,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,9:14,public,4/23/2022,"ducky bhai, ducky, vlog, vlogs, shadi, mehndi, walima, baraat, wedding, wedding vlog, ducky bhai wife, ducky bhai engagement, proposal, wife, engagement, ENGAGED, married, nikah, I GOT ENGAGED, engaged, i got married, ducky bhai vlogs, love, fever, bukhar, high fever, hospital, daily vlog",61.26291524988059,1403864,144K,5.4K,5,17,7,4
xGaFXR18iu8,Hamari Mulaqaat Aur Shadi Kese Hui ? ❤️,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,23:02,public,4/22/2022,"ducky bhai, ducky, vlog, vlogs, shadi, mehndi, walima, baraat, wedding, wedding vlog, ducky bhai wife, ducky bhai engagement, proposal, wife, engagement, ENGAGED, married, nikah, I GOT ENGAGED, engaged, i got married, ducky bhai vlogs, how we met, how i met my wife, meeting for the first time, meeting girlfriend for the first, meeting my wife for the first time",92.69825691662648,6676221,385K,0,5,17,6,3
U0R56F5MgiI,Mujhe Bukhar Ho Gaya Bohot Zyada 🤒😭,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,8:20,public,4/20/2022,"ducky bhai, ducky, vlog, vlogs, shadi, mehndi, walima, baraat, wedding, wedding vlog, ducky bhai wife, ducky bhai engagement, proposal, wife, engagement, ENGAGED, married, nikah, I GOT ENGAGED, engaged, i got married, ducky bhai vlogs, love, fever, bukhar, high fever",62.20574579624949,1745548,155K,0,5,17,11,3
ec4CC37dJOQ,Shahveer Ne Poora Moun Me Daal Diya 🤣,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,10:06,public,4/19/2022,"ducky bhai, ducky, vlog, vlogs, shadi, mehndi, walima, baraat, wedding, wedding vlog, ducky bhai wife, ducky bhai engagement, proposal, wife, engagement, ENGAGED, married, nikah, I GOT ENGAGED, engaged, i got married, ducky bhai vlogs, love, love story, shahveer jafry, Shahveer, jafry",79.15380233638044,2190263,177K,0,5,17,8,3
zNRqz2BkJNY,Aaj Yeh Hamaray Ghar Pehli Dafa Aai 😍,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,8:30,public,4/17/2022,"ducky bhai, ducky, vlog, vlogs, shadi, mehndi, walima, baraat, wedding, wedding vlog, ducky bhai wife, ducky bhai engagement, proposal, wife, engagement, ENGAGED, married, nikah, I GOT ENGAGED, engaged, i got married, ducky bhai vlogs, love, love story, money, pesse, pessa, loot",83.50507268999819,3420418,213K,0,5,17,7,3
IrsMa6NPkmc,Ducky Bhai Live Stream,,0:00,public,4/17/2022,,0,1,13,0,0,0,3,4
C0-lquDYzgk,Wife Ne Loot Liya Aaj | Pesse Khatam 😭,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,13:21,public,4/16/2022,"ducky bhai, ducky, vlog, vlogs, shadi, mehndi, walima, baraat, wedding, wedding vlog, ducky bhai wife, ducky bhai engagement, proposal, wife, engagement, ENGAGED, married, nikah, I GOT ENGAGED, engaged, i got married, ducky bhai vlogs, love, love story, money, pesse, pessa, loot",65.75960254945511,3967689,257K,0,5,17,10,3
l8o6f1fbrFY,Muneeb Ko Birthday Gift Khareed Diya 😍,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,9:36,public,4/15/2022,"sourav joshi vlogs, sourav joshi, vlog, Ducky bhai, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, daily vlogs, biwi, Surprise, piyush joshi vlogs, gift, birthday, Birthday Gift",75.68965789176781,1967535,164K,0,4,14,9,3
wyRW7uJE8c4,Kisko Shadi Ke Pesse Zyada Mile? 🤣,Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Her Instagram: https://www.instagram.com/aroob_jatoi/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,8:11,public,4/14/2022,"ducky bhai, ducky, vlog, vlogs, shadi, mehndi, walima, baraat, wedding, wedding vlog, ducky bhai wife, ducky bhai engagement, proposal, wife, engagement, ENGAGED, married, nikah, I GOT ENGAGED, engaged, i got married, ducky bhai vlogs, pesse, salami, pessa",79.20922170436006,2957985,221K,5.3K,5,17,7,3
dkKQiEvG2t8,I GOT ENGAGED💍❤️,Her Only Instagram ID: https://www.instagram.com/aroob_jatoi/  Don't forget to subscribe !!!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,13:44,public,4/13/2022,"ducky bhai, ducky, vlog, vlogs, shadi, mehndi, walima, baraat, maaz safder, wedding, wedding vlog, ducky bhai wife, ducky bhai engagement, proposal, zaid ali, shahveer jafry, wife, engagement, ENGAGED, married, nikah, I GOT ENGAGED, engaged, i got married, ducky bhai vlogs",89.45162463,4729814,368K,27K,5,19,10,3
